 2022-02-28 14:01:32:569,Takbir
 2022-02-28 14:01:32:768,Takbir
 2022-02-28 14:01:32:867,Takbir
 2022-02-28 14:01:32:968,Takbir
 2022-02-28 14:01:33:068,Takbir
 2022-02-28 14:01:33:167,Takbir
 2022-02-28 14:01:33:267,Takbir
 2022-02-28 14:01:33:366,Takbir
 2022-02-28 14:01:33:466,Takbir
 2022-02-28 14:01:33:566,Takbir
 2022-02-28 14:01:33:665,Takbir
 2022-02-28 14:01:33:765,Takbir
 2022-02-28 14:01:33:866,Takbir
 2022-02-28 14:01:33:866,Qayam
 2022-02-28 14:01:34:063,Qayam
 2022-02-28 14:01:34:163,Qayam
 2022-02-28 14:01:34:262,Qayam
 2022-02-28 14:01:34:362,Qayam
 2022-02-28 14:01:34:462,Qayam
 2022-02-28 14:01:34:561,Qayam
 2022-02-28 14:01:34:661,Qayam
 2022-02-28 14:01:34:760,Qayam
 2022-02-28 14:01:34:865,Qayam
 2022-02-28 14:01:34:959,Qayam
 2022-02-28 14:01:35:059,Qayam
 2022-02-28 14:01:35:164,Qayam
 2022-02-28 14:01:35:258,Qayam
 2022-02-28 14:01:35:358,Qayam
 2022-02-28 14:01:35:457,Qayam
 2022-02-28 14:01:35:557,Qayam
 2022-02-28 14:01:35:708,Qayam
 2022-02-28 14:01:35:772,Qayam
 2022-02-28 14:01:35:855,Qayam
 2022-02-28 14:01:35:955,Qayam
 2022-02-28 14:01:36:054,Qayam
 2022-02-28 14:01:36:154,Qayam
 2022-02-28 14:01:36:253,Qayam
 2022-02-28 14:01:36:353,Qayam
 2022-02-28 14:01:36:453,Qayam
 2022-02-28 14:01:36:552,Qayam
 2022-02-28 14:01:36:651,Qayam
 2022-02-28 14:01:36:751,Qayam
 2022-02-28 14:01:36:854,Qayam
 2022-02-28 14:01:36:951,Qayam
 2022-02-28 14:01:37:050,Qayam
 2022-02-28 14:01:37:150,Qayam
 2022-02-28 14:01:37:250,Qayam
 2022-02-28 14:01:37:349,Qayam
 2022-02-28 14:01:37:449,Qayam
 2022-02-28 14:01:37:549,Qayam
 2022-02-28 14:01:37:648,Qayam
 2022-02-28 14:01:37:748,Qayam
 2022-02-28 14:01:37:865,Qayam
 2022-02-28 14:01:37:947,Qayam
 2022-02-28 14:01:38:047,Qayam
 2022-02-28 14:01:38:146,Qayam
 2022-02-28 14:01:38:246,Qayam
 2022-02-28 14:01:38:346,Qayam
 2022-02-28 14:01:38:445,Qayam
 2022-02-28 14:01:38:545,Qayam
 2022-02-28 14:01:38:645,Qayam
 2022-02-28 14:01:38:744,Qayam
 2022-02-28 14:01:38:866,Qayam
 2022-02-28 14:01:38:943,Qayam
 2022-02-28 14:01:39:043,Qayam
 2022-02-28 14:01:39:142,Qayam
 2022-02-28 14:01:39:242,Qayam
 2022-02-28 14:01:39:342,Qayam
 2022-02-28 14:01:39:441,Qayam
 2022-02-28 14:01:39:541,Qayam
 2022-02-28 14:01:39:640,Qayam
 2022-02-28 14:01:39:740,Qayam
 2022-02-28 14:01:39:866,Qayam
 2022-02-28 14:01:39:939,Qayam
 2022-02-28 14:01:40:039,Qayam
 2022-02-28 14:01:40:139,Qayam
 2022-02-28 14:01:40:238,Qayam
 2022-02-28 14:01:40:338,Qayam
 2022-02-28 14:01:40:438,Qayam
 2022-02-28 14:01:40:537,Qayam
 2022-02-28 14:01:40:637,Qayam
 2022-02-28 14:01:40:736,Qayam
 2022-02-28 14:01:40:863,Qayam
 2022-02-28 14:01:40:936,Qayam
 2022-02-28 14:01:41:035,Qayam
 2022-02-28 14:01:41:135,Qayam
 2022-02-28 14:01:41:235,Qayam
 2022-02-28 14:01:41:334,Qayam
 2022-02-28 14:01:41:434,Qayam
 2022-02-28 14:01:41:534,Qayam
 2022-02-28 14:01:41:633,Qayam
 2022-02-28 14:01:41:733,Qayam
 2022-02-28 14:01:41:832,Qayam
 2022-02-28 14:01:41:932,Qayam
 2022-02-28 14:01:42:031,Qayam
 2022-02-28 14:01:42:130,Qayam
 2022-02-28 14:01:42:229,Qayam
 2022-02-28 14:01:42:330,Qayam
 2022-02-28 14:01:42:430,Qayam
 2022-02-28 14:01:42:529,Qayam
 2022-02-28 14:01:42:629,Qayam
 2022-02-28 14:01:42:728,Qayam
 2022-02-28 14:01:42:827,Qayam
 2022-02-28 14:01:42:929,Qayam
 2022-02-28 14:01:43:027,Qayam
 2022-02-28 14:01:43:127,Qayam
 2022-02-28 14:01:43:227,Qayam
 2022-02-28 14:01:43:326,Qayam
 2022-02-28 14:01:43:426,Qayam
 2022-02-28 14:01:43:526,Qayam
 2022-02-28 14:01:43:625,Qayam
 2022-02-28 14:01:43:725,Qayam
 2022-02-28 14:01:43:825,Qayam
 2022-02-28 14:01:43:925,Qayam
 2022-02-28 14:01:44:024,Qayam
 2022-02-28 14:01:44:123,Qayam
 2022-02-28 14:01:44:223,Qayam
 2022-02-28 14:01:44:323,Qayam
 2022-02-28 14:01:44:423,Qayam
 2022-02-28 14:01:44:522,Qayam
 2022-02-28 14:01:44:622,Qayam
 2022-02-28 14:01:44:721,Qayam
 2022-02-28 14:01:44:821,Qayam
 2022-02-28 14:01:44:921,Qayam
 2022-02-28 14:01:45:020,Qayam
 2022-02-28 14:01:45:120,Qayam
 2022-02-28 14:01:45:219,Qayam
 2022-02-28 14:01:45:319,Qayam
 2022-02-28 14:01:45:419,Qayam
 2022-02-28 14:01:45:518,Qayam
 2022-02-28 14:01:45:618,Qayam
 2022-02-28 14:01:45:718,Qayam
 2022-02-28 14:01:45:817,Qayam
 2022-02-28 14:01:45:917,Qayam
 2022-02-28 14:01:46:016,Qayam
 2022-02-28 14:01:46:117,Qayam
 2022-02-28 14:01:46:232,Qayam
 2022-02-28 14:01:46:316,Qayam
 2022-02-28 14:01:46:415,Qayam
 2022-02-28 14:01:46:515,Qayam
 2022-02-28 14:01:46:615,Qayam
 2022-02-28 14:01:46:714,Qayam
 2022-02-28 14:01:46:813,Qayam
